Kuupäev;SO2;NO2;CO;O3;PM10;PM2.5;TEMP;WD10;WS10
"2022-10-31 23:00";0,4;22,6;0,34;8,1;67,9;20,4;4,4;123;0,5
"2022-10-31 22:00";0,9;35,2;0,44;2,9;71,5;32,6;3,9;141;0,6
"2022-10-31 21:00";1,4;40,4;0,53;3,9;75,0;44,8;3,6;137;0,5
"2022-10-31 20:00";3,5;60,7;1,25;5,5;75,0;44,8;3,7;155;0,6
"2022-10-31 19:00";2,7;61,9;2,16;9,4;44,1;24,0;4,3;178;0,7
"2022-10-31 18:00";1,6;56,3;1,53;7,4;13,3;3,1;4,7;179;0,6
"2022-10-31 17:00";0,8;38,7;0,53;16,1;13,3;3,1;6,1;196;0,4
"2022-10-31 16:00";0,3;16,2;0,28;36,5;13,3;3,9;7,6;249;0,6
"2022-10-31 15:00";0,5;6,8;0,20;48,4;13,3;4,7;8,5;278;0,9
"2022-10-31 14:00";0,4;5,3;0,19;48,4;13,3;4,7;8,1;283;0,9
"2022-10-31 13:00";0,7;5,4;0,20;45,7;15,2;4,7;7,3;293;1,2
"2022-10-31 12:00";0,6;6,5;0,20;38,5;17,2;4,7;6,4;307;1,1
"2022-10-31 11:00";0,6;15,0;0,25;25,5;17,2;4,7;5,1;276;0,7
"2022-10-31 10:00";0,7;20,3;0,38;20,1;10,9;2,8;3,6;293;0,6
"2022-10-31 09:00";0,6;26,7;0,27;15,3;4,7;0,8;2,0;289;0,8
"2022-10-31 08:00";0,4;18,4;0,27;18,7;4,7;0,8;1,1;286;0,7
"2022-10-31 07:00";0,4;11,3;0,18;27,3;4,3;0,8;1,4;275;0,8
"2022-10-31 06:00";0,3;3,2;0,16;38,7;3,9;0,8;1,9;298;1,0
"2022-10-31 05:00";0,3;2,2;0,16;41,7;3,9;0,8;1,9;296;1,1
"2022-10-31 04:00";0,7;1,2;0,15;46,1;3,9;0,8;2,6;295;1,2
"2022-10-31 03:00";1,1;1,1;0,16;49,9;3,9;0,8;3,1;302;1,7
"2022-10-31 02:00";0,7;0,9;0,16;52,5;3,9;0,8;3,2;302;1,8
"2022-10-31 01:00";0,3;0,9;0,16;54,1;4,7;1,2;2,9;301;1,7
"2022-10-31 00:00";0,4;2,0;0,17;54,1;5,5;1,6;2,9;293;1,3
"2022-10-30 23:00";0,3;2,4;0,18;54,0;5,5;1,6;2,3;298;1,3
"2022-10-30 22:00";0,4;2,9;0,19;53,4;5,5;1,6;2,3;296;1,5
"2022-10-30 21:00";0,4;5,4;0,20;51,2;5,5;1,6;2,5;288;1,4
"2022-10-30 20:00";0,5;7,3;0,21;50,0;5,5;1,6;2,9;274;1,1
"2022-10-30 19:00";0,4;8,5;0,22;49,7;5,5;1,6;3,6;283;1,0
"2022-10-30 18:00";0,7;4,7;0,20;55,9;5,5;1,6;4,5;302;1,7
"2022-10-30 17:00";1,0;4,8;0,21;56,2;5,5;1,6;5,3;308;1,8
"2022-10-30 16:00";0,4;3,9;0,21;57,4;5,9;2,0;6,1;311;2,5
"2022-10-30 15:00";0,3;4,7;0,20;55,2;6,2;2,4;6,6;312;2,2
"2022-10-30 14:00";0,4;2,6;0,17;56,2;6,2;2,4;6,6;301;1,9
"2022-10-30 13:00";0,3;2,4;0,18;56,0;5,9;2,0;6,7;303;1,8
"2022-10-30 12:00";0,4;2,1;0,18;54,3;5,5;1,6;6,6;303;1,9
"2022-10-30 11:00";0,3;3,4;0,18;51,0;5,5;1,6;6,1;295;1,8
"2022-10-30 10:00";0,2;7,4;0,26;46,6;4,7;0,4;5,6;274;1,2
"2022-10-30 09:00";0,3;2,7;0,20;50,5;3,9;-0,8;4,9;269;1,3
"2022-10-30 08:00";0,2;2,2;0,21;50,4;3,9;-0,8;4,5;269;1,1
"2022-10-30 07:00";0,1;1,4;0,16;53,7;4,7;-0,4;5,1;284;1,2
"2022-10-30 06:00";0,2;0,9;0,15;56,4;5,5;0,0;5,6;285;1,3
"2022-10-30 05:00";0,2;0,3;0,15;58,3;5,5;0,0;5,7;284;1,4
"2022-10-30 04:00";0,4;0,4;0,15;59,2;6,2;0,4;5,9;277;1,2
"2022-10-30 03:00";0,2;0,8;0,16;60,6;7,0;0,8;7,1;285;1,3
"2022-10-30 02:00";0,2;1,3;0,15;62,2;8,2;2,0;8,3;298;1,8
"2022-10-30 01:00";0,3;1,4;0,17;52,1;9,4;3,1;9,4;280;1,3
"2022-10-30 00:00";0,5;1,6;0,18;50,3;9,4;3,1;10,1;264;0,8
"2022-10-29 23:00";0,4;2,7;0,20;50,3;10,2;4,3;10,2;239;0,9
"2022-10-29 22:00";0,4;3,3;0,21;50,9;10,9;5,5;10,3;236;1,0
"2022-10-29 21:00";0,2;3,4;0,23;52,2;10,9;5,5;11,0;238;1,3
"2022-10-29 20:00";0,1;3,8;0,24;49,0;10,5;5,5;11,8;250;1,1
"2022-10-29 19:00";0,0;6,1;0,30;41,7;10,2;5,5;12,4;238;0,9
"2022-10-29 18:00";0,1;5,6;0,28;38,9;10,2;5,5;13,0;237;1,2
"2022-10-29 17:00";0,1;6,6;0,34;35,4;9,8;5,1;13,1;221;0,9
"2022-10-29 16:00";0,2;5,8;0,32;33,3;9,4;4,7;13,1;222;1,2
"2022-10-29 15:00";0,1;6,4;0,30;32,6;9,4;4,7;12,8;198;1,6
"2022-10-29 14:00";0,2;6,7;0,27;35,1;8,2;3,5;12,5;181;1,7
"2022-10-29 13:00";0,2;6,2;0,26;34,3;7,0;2,4;12,3;179;1,8
"2022-10-29 12:00";0,3;7,4;0,38;31,2;7,0;2,4;12,4;192;1,3
"2022-10-29 11:00";0,2;6,8;0,37;26,9;6,6;2,0;12,6;191;1,4
"2022-10-29 10:00";0,0;10,2;0,25;19,6;6,2;1,6;12,4;181;1,0
"2022-10-29 09:00";-0,1;6,0;0,25;22,6;6,2;1,6;12,3;181;1,0
"2022-10-29 08:00";0,0;2,9;0,22;25,9;7,4;2,4;12,4;217;0,5
"2022-10-29 07:00";-0,1;3,0;0,23;25,9;8,6;3,1;12,3;220;0,8
"2022-10-29 06:00";-0,0;2,4;0,24;27,4;8,6;3,1;12,3;207;0,7
"2022-10-29 05:00";0,0;2,3;0,22;27,7;9,4;3,9;12,3;196;0,9
"2022-10-29 04:00";0,0;1,9;0,21;30,2;10,2;4,7;12,2;185;1,0
"2022-10-29 03:00";-0,1;2,0;0,20;32,5;10,2;4,7;12,0;178;1,2
"2022-10-29 02:00";-0,0;2,2;0,20;35,2;10,2;6,3;11,9;181;1,3
"2022-10-29 01:00";-0,0;2,4;0,19;38,6;10,2;7,9;11,9;182;1,4
"2022-10-29 00:00";-0,1;3,1;0,21;40,8;10,2;7,9;11,7;176;1,3
"2022-10-28 23:00";0,1;5,1;0,26;39,9;14,4;9,0;11,4;172;1,1
"2022-10-28 22:00";0,0;5,0;0,32;43,2;18,7;10,2;11,3;184;1,1
"2022-10-28 21:00";0,1;8,8;0,42;40,6;18,7;10,2;11,1;182;1,1
"2022-10-28 20:00";0,1;10,8;0,52;39,6;17,6;7,9;11,4;199;0,8
"2022-10-28 19:00";0,1;12,4;0,55;38,2;16,4;5,5;11,6;202;0,9
"2022-10-28 18:00";0,1;11,7;0,38;39,6;16,4;5,5;12,1;205;0,8
"2022-10-28 17:00";0,0;9,3;0,31;41,3;17,2;5,5;12,4;207;1,0
"2022-10-28 16:00";-0,0;7,6;0,28;42,0;18,0;5,5;12,5;215;0,8
"2022-10-28 15:00";0,0;8,5;0,36;42,2;18,0;5,5;12,6;200;1,0
"2022-10-28 14:00";-0,0;8,9;0,25;40,9;14,4;4,7;12,3;206;0,8
"2022-10-28 13:00";0,0;7,5;0,27;40,7;10,9;3,9;12,3;221;0,9
"2022-10-28 12:00";0,1;8,7;0,32;35,4;10,9;3,9;11,9;213;0,8
"2022-10-28 11:00";-0,0;9,7;0,30;32,6;10,5;3,1;11,4;203;0,9
"2022-10-28 10:00";-0,1;8,7;0,24;33,7;10,2;2,4;11,3;199;0,9
"2022-10-28 09:00";-0,0;7,4;0,24;37,1;10,2;2,4;11,4;209;0,7
"2022-10-28 08:00";-0,0;3,5;0,21;41,6;9,4;2,4;11,4;221;0,9
"2022-10-28 07:00";-0,0;1,5;0,19;41,7;8,6;2,4;11,4;208;1,0
"2022-10-28 06:00";0,0;0,9;0,18;42,7;8,6;2,4;11,5;198;0,9
"2022-10-28 05:00";-0,0;1,0;0,18;42,6;8,6;3,5;11,5;206;1,2
"2022-10-28 04:00";-0,0;1,7;0,18;40,5;8,6;4,7;11,6;197;0,8
"2022-10-28 03:00";0,0;1,3;0,19;39,7;8,6;4,7;11,5;193;0,8
"2022-10-28 02:00";0,1;2,3;0,21;38,7;11,3;6,3;11,4;194;0,8
"2022-10-28 01:00";0,2;1,4;0,21;39,1;14,1;7,9;11,4;202;0,5
"2022-10-28 00:00";0,2;2,7;0,27;36,6;14,1;7,9;11,2;199;0,6
"2022-10-27 23:00";0,2;3,5;0,29;37,2;16,4;8,3;11,0;204;1,0
"2022-10-27 22:00";0,2;4,8;0,35;38,1;18,7;8,6;10,7;196;1,3
"2022-10-27 21:00";0,3;8,1;0,41;36,7;18,7;8,6;10,6;187;1,3
"2022-10-27 20:00";0,4;9,8;0,45;31,0;13,3;5,5;10,4;173;1,1
"2022-10-27 19:00";0,3;13,0;0,46;22,8;7,8;2,4;10,2;167;0,9
"2022-10-27 18:00";0,3;18,0;0,44;19,2;7,8;2,4;10,2;161;0,9
"2022-10-27 17:00";0,1;15,0;0,40;25,5;6,6;2,0;10,1;185;0,7
"2022-10-27 16:00";0,2;10,1;0,31;29,9;5,5;1,6;9,8;225;0,7
"2022-10-27 15:00";0,1;8,9;0,25;28,4;5,5;1,6;9,5;266;0,6
"2022-10-27 14:00";0,2;6,8;0,24;26,4;4,3;1,2;9,5;269;0,8
"2022-10-27 13:00";0,2;6,3;0,23;28,8;3,1;0,8;9,5;274;1,0
"2022-10-27 12:00";0,3;7,8;0,29;26,3;3,1;0,8;9,3;250;0,8
"2022-10-27 11:00";0,1;9,4;0,29;20,5;2,3;0,4;8,9;256;0,8
"2022-10-27 10:00";0,2;13,2;0,34;17,1;1,6;0,0;8,6;206;0,7
"2022-10-27 09:00";0,2;13,8;0,27;17,9;1,6;0,0;8,2;241;0,7
"2022-10-27 08:00";0,1;6,5;0,22;27,9;2,3;0,0;8,3;262;0,8
"2022-10-27 07:00";0,3;2,6;0,19;31,1;3,1;0,0;8,4;265;0,6
"2022-10-27 06:00";0,4;2,1;0,18;30,0;3,1;0,0;9,0;266;0,9
"2022-10-27 05:00";0,5;1,5;0,18;23,8;3,5;0,4;9,5;262;0,9
"2022-10-27 04:00";0,4;1,8;0,18;22,4;3,9;0,8;9,7;256;0,9
"2022-10-27 03:00";0,5;2,9;0,19;20,2;3,9;0,8;9,8;259;0,7
"2022-10-27 02:00";0,3;2,4;0,19;19,5;4,7;3,1;9,9;257;0,8
"2022-10-27 01:00";0,2;2,0;0,20;17,5;5,5;5,5;9,9;236;0,9
"2022-10-27 00:00";0,2;4,2;0,27;16,1;5,5;5,5;9,9;211;0,3
"2022-10-26 23:00";0,2;3,9;0,22;20,5;10,5;7,1;9,9;270;0,7
"2022-10-26 22:00";0,1;4,4;0,24;20,1;15,6;8,6;10,2;260;0,7
"2022-10-26 21:00";0,2;6,2;0,38;21,5;15,6;8,6;10,5;219;0,6
"2022-10-26 20:00";0,1;8,1;0,41;23,3;15,2;8,3;10,7;215;0,7
"2022-10-26 19:00";0,3;10,4;0,61;26,8;14,8;7,9;11,1;223;0,7
"2022-10-26 18:00";0,3;13,8;0,42;27,8;14,8;7,9;11,7;184;1,0
"2022-10-26 17:00";0,3;17,1;0,31;26,6;17,6;8,3;12,2;165;1,1
"2022-10-26 16:00";0,2;14,2;0,29;31,3;20,3;8,6;12,4;159;0,9
"2022-10-26 15:00";0,2;10,5;0,30;37,2;20,3;8,6;12,4;175;0,9
"2022-10-26 14:00";0,2;8,0;0,26;35,6;17,2;7,5;12,1;180;1,1
"2022-10-26 13:00";0,3;11,4;0,36;30,2;14,1;6,3;11,5;174;1,1
"2022-10-26 12:00";0,2;11,0;0,38;32,2;14,1;6,3;11,1;186;1,1
"2022-10-26 11:00";0,1;12,1;0,31;28,7;11,7;5,1;11,0;179;1,0
"2022-10-26 10:00";0,1;20,8;0,36;19,9;9,4;3,9;10,7;174;0,7
"2022-10-26 09:00";0,6;42,7;0,44;2,6;9,4;3,9;10,3;156;0,6
"2022-10-26 08:00";0,5;35,8;0,59;1,3;8,6;3,5;10,0;131;0,5
"2022-10-26 07:00";0,1;20,4;0,28;2,5;7,8;3,1;9,6;137;0,5
"2022-10-26 06:00";0,1;10,5;0,26;11,1;7,8;3,1;9,6;126;0,5
"2022-10-26 05:00";0,0;3,0;0,24;16,2;8,6;3,5;10,2;164;0,6
"2022-10-26 04:00";0,0;4,6;0,25;8,7;9,4;3,9;9,8;160;0,6
"2022-10-26 03:00";0,1;5,3;0,24;3,0;9,4;3,9;8,9;128;0,4
"2022-10-26 02:00";0,1;5,1;0,24;4,7;9,8;4,3;8,7;135;0,6
"2022-10-26 01:00";0,1;3,4;0,26;7,1;10,2;4,7;8,4;138;0,7
"2022-10-26 00:00";0,0;5,1;0,25;7,4;10,2;4,7;8,2;119;0,7
"2022-10-25 23:00";-0,0;4,3;0,25;9,2;10,2;5,1;8,0;123;0,9
"2022-10-25 22:00";0,1;5,5;0,28;9,0;10,2;5,5;7,8;120;1,1
"2022-10-25 21:00";0,1;8,1;0,25;8,5;10,2;5,5;7,6;122;1,0
"2022-10-25 20:00";0,1;8,1;0,28;9,3;9,0;4,7;7,3;123;1,4
"2022-10-25 19:00";0,2;9,7;0,28;9,2;7,8;3,9;7,1;119;1,4
"2022-10-25 18:00";0,2;10,9;0,33;9,5;7,8;3,9;7,0;122;1,3
"2022-10-25 17:00";0,2;13,2;0,32;9,5;7,4;3,1;6,7;116;1,5
"2022-10-25 16:00";0,1;10,3;0,27;12,4;7,0;2,4;6,4;117;1,8
"2022-10-25 15:00";0,2;10,1;0,26;14,4;7,0;2,4;6,0;120;1,7
"2022-10-25 14:00";0,0;7,8;0,21;18,5;7,4;2,8;5,7;117;2,4
"2022-10-25 13:00";0,2;9,9;0,22;18,9;7,8;3,1;5,4;113;1,9
"2022-10-25 12:00";0,1;14,1;0,28;17,8;7,8;3,1;5,0;116;1,6
"2022-10-25 11:00";0,2;12,8;0,24;19,2;7,0;2,8;4,5;107;1,6
"2022-10-25 10:00";0,2;12,7;0,26;21,1;6,2;2,4;4,3;109;1,5
"2022-10-25 09:00";0,2;17,9;0,30;18,4;6,2;2,4;4,1;107;1,3
"2022-10-25 08:00";0,2;12,2;0,28;24,5;5,9;2,0;3,9;105;1,3
"2022-10-25 07:00";0,1;8,1;0,20;25,0;5,5;1,6;3,5;105;0,9
"2022-10-25 06:00";-0,0;3,3;0,18;29,0;5,5;1,6;3,6;119;0,9
"2022-10-25 05:00";0,0;0,8;0,17;32,4;5,5;2,8;4,0;119;1,0
"2022-10-25 04:00";0,1;3,9;0,17;28,2;5,5;3,9;3,8;98;1,1
"2022-10-25 03:00";0,2;1,5;0,18;31,2;5,5;3,9;3,5;103;0,9
"2022-10-25 02:00";0,1;2,4;0,18;32,3;9,4;5,1;3,1;107;0,8
"2022-10-25 01:00";0,3;2,4;0,18;35,4;13,3;6,3;2,7;102;0,9
"2022-10-25 00:00";0,2;2,7;0,18;37,7;13,3;6,3;2,5;101;0,8
"2022-10-24 23:00";0,3;11,1;0,24;29,8;29,7;13,8;2,2;120;0,7
"2022-10-24 22:00";0,3;21,8;0,36;21,2;46,1;21,2;2,4;116;0,5
"2022-10-24 21:00";0,2;26,1;0,44;19,8;46,1;21,2;2,8;105;0,3
"2022-10-24 20:00";0,6;43,7;0,61;11,9;31,2;12,6;3,5;138;0,5
"2022-10-24 19:00";1,0;56,0;0,64;5,8;16,4;3,9;4,3;80;0,5
"2022-10-24 18:00";0,7;47,7;0,44;9,1;16,4;3,9;5,7;69;0,5
"2022-10-24 17:00";0,5;12,0;0,26;41,4;14,8;6,3;7,2;97;0,9
"2022-10-24 16:00";0,7;4,7;0,20;48,3;13,3;8,6;7,7;133;0,9
"2022-10-24 15:00";1,3;3,3;0,19;48,4;13,3;8,6;7,2;112;1,0
"2022-10-24 14:00";1,7;6,4;0,18;46,5;19,5;10,6;7,0;119;1,1
"2022-10-24 13:00";0,9;21,0;0,27;27,3;25,8;12,6;6,1;70;0,7
"2022-10-24 12:00";1,2;33,0;0,42;11,5;25,8;12,6;4,8;2;0,4
"2022-10-24 11:00";2,7;49,5;0,74;3,3;15,2;7,5;2,7;57;0,4
"2022-10-24 10:00";2,8;49,2;0,49;1,2;4,7;2,4;1,0;76;0,3
"2022-10-24 09:00";1,6;37,1;0,75;1,5;4,7;2,4;0,8;180;0,4
"2022-10-24 08:00";0,3;22,9;0,38;2,5;4,7;2,4;1,2;281;0,4
"2022-10-24 07:00";0,2;22,9;0,21;4,2;4,7;2,4;2,0;263;0,4
"2022-10-24 06:00";0,4;6,3;0,19;17,7;4,7;2,4;3,0;277;0,5
"2022-10-24 05:00";0,1;4,3;0,18;21,3;5,9;3,1;3,4;297;0,4
"2022-10-24 04:00";0,3;6,2;0,18;23,4;7,0;3,9;3,7;286;0,5
"2022-10-24 03:00";0,3;3,9;0,18;27,6;7,0;3,9;4,2;276;0,6
"2022-10-24 02:00";0,0;2,5;0,17;32,7;7,4;5,5;5,0;288;0,7
"2022-10-24 01:00";0,5;7,2;0,23;29,7;7,8;7,1;5,0;266;0,7
"2022-10-24 00:00";0,7;11,3;0,36;26,4;7,8;7,1;4,9;256;0,5
"2022-10-23 23:00";0,4;12,0;0,35;23,5;11,3;8,6;5,2;282;0,4
"2022-10-23 22:00";0,3;13,0;0,34;28,8;14,8;10,2;6,0;280;0,6
"2022-10-23 21:00";0,5;9,6;0,27;37,4;14,8;10,2;6,9;289;0,7
"2022-10-23 20:00";0,8;6,4;0,23;40,8;16,4;11,0;7,9;305;1,3
"2022-10-23 19:00";0,1;9,7;0,35;25,7;18,0;11,8;8,5;282;0,9
"2022-10-23 18:00";0,1;12,0;0,44;23,0;18,0;11,8;8,6;260;0,6
"2022-10-23 17:00";0,0;10,0;0,39;28,1;21,9;14,5;8,5;276;0,7
"2022-10-23 16:00";0,0;9,0;0,35;22,6;25,8;17,3;8,5;270;0,7
"2022-10-23 15:00";0,1;7,6;0,39;21,0;25,8;17,3;8,2;266;0,7
"2022-10-23 14:00";0,2;7,6;0,38;19,9;24,6;14,5;7,5;267;0,8
"2022-10-23 13:00";0,2;9,3;0,51;13,6;23,4;11,8;6,7;225;0,7
"2022-10-23 12:00";0,3;10,5;0,54;14,2;23,4;11,8;6,0;207;0,6
"2022-10-23 11:00";0,3;14,9;0,54;10,6;19,5;9,0;5,0;189;0,6
"2022-10-23 10:00";0,2;14,5;0,34;5,2;15,6;6,3;3,5;127;0,6
"2022-10-23 09:00";0,1;16,1;0,27;4,1;15,6;6,3;2,7;127;0,4
"2022-10-23 08:00";0,1;15,1;0,24;1,9;14,4;6,3;2,0;154;0,3
"2022-10-23 07:00";0,1;13,7;0,26;2,1;13,3;6,3;1,6;152;0,5
"2022-10-23 06:00";0,3;15,7;0,34;0,2;13,3;6,3;1,0;173;0,6
